geometry,name,longitude,latitude,amenity_type
POINT (0.020089 51.4307782),Grove Park Station,0.020089,51.4307782,bus_station
POINT (0.0204184 51.4306365),Grove Park Station,0.0204184,51.4306365,bus_station
POINT (-0.0214804 51.5830473),Walthamstow Central Station,-0.0214804,51.5830473,bus_station
POINT (0.0617367 51.5496396),Church Road,0.0617367,51.5496396,bus_station
POINT (-0.2645176 51.5665719),Tudor Gardens,-0.2645176,51.5665719,bus_station
POINT (-0.2637132 51.5668119),Tudor Gardens,-0.2637132,51.5668119,bus_station
POINT (0.1028943 51.450139),Wellington Avenue / Blackfen Road,0.1028943,51.450139,bus_station
POINT (0.1030462 51.449753),Wellington Avenue / Blackfen Road,0.1030462,51.449753,bus_station
POINT (0.0203699 51.4776608),Blackheath / Royal Standard,0.0203699,51.4776608,bus_station
POINT (-0.0147057 51.4737431),Greenwich South Street / Blackheath Road,-0.0147057,51.4737431,bus_station
POINT (-0.0148123 51.4734358),Greenwich South Street / Blackheath Road,-0.0148123,51.4734358,bus_station
POINT (-0.1408326 51.5633764),Chester Road,-0.1408326,51.5633764,bus_station
POINT (-0.1405102 51.5629312),Chester Road,-0.1405102,51.5629312,bus_station
POINT (0.0083689 51.6197241),Chingdale Road,0.0083689,51.6197241,bus_station
POINT (0.0752833 51.412654),Bromley Lane / Chislehurst War Memorial,0.0752833,51.412654,bus_station
POINT (0.074782 51.4122372),Chislehurst War Memorial,0.074782,51.4122372,bus_station
POINT (-0.0149472 51.5111551),Chrisp Street Market,-0.0149472,51.5111551,bus_station
POINT (-0.180858 51.6100201),Christchurch Avenue,-0.180858,51.6100201,bus_station
POINT (-0.0839319 51.4951617),Bricklayer's Arms / Tower Bridge Road,-0.0839319,51.4951617,bus_station
POINT (-0.0335448 51.4145605),Lawn Road,-0.0335448,51.4145605,bus_station
POINT (-0.0334804 51.4147963),Lawn Road,-0.0334804,51.4147963,bus_station
POINT (-0.1135026 51.4546288),Brixton Water Lane,-0.1135026,51.4546288,bus_station
POINT (-0.1134282 51.4548592),Brixton Water Lane,-0.1134282,51.4548592,bus_station
POINT (-0.1126309 51.4552211),Brixton Water Lane,-0.1126309,51.4552211,bus_station
POINT (-0.0107617 51.524205),Bromley By Bow Station,-0.0107617,51.524205,bus_station
POINT (0.0368849 51.3887933),Crown Lane Spur,0.0368849,51.3887933,bus_station
POINT (-0.1038954 51.4002572),Brook Road,-0.1038954,51.4002572,bus_station
POINT (-0.1030619 51.3998189),Brook Road,-0.1030619,51.3998189,bus_station
POINT (-0.4058748 51.4986359),Bulls Bridge Tesco,-0.4058748,51.4986359,bus_station
POINT (-0.3651076 51.510936),Dormers Wells Lane,-0.3651076,51.510936,bus_station
POINT (-0.3646687 51.5110986),Dormers Wells Lane,-0.3646687,51.5110986,bus_station
POINT (-0.0382882 51.466026),Endwell Road,-0.0382882,51.466026,bus_station
POINT (-0.0383362 51.4655162),Endwell Road,-0.0383362,51.4655162,bus_station
POINT (-0.0825282 51.6363581),Church Street,-0.0825282,51.6363581,bus_station
POINT (-0.1734465 51.522228),Church Street Market,-0.1734465,51.522228,bus_station
POINT (-0.1733037 51.5223624),Church Street Market,-0.1733037,51.5223624,bus_station
POINT (-0.0852773 51.3948383),Clifton Road,-0.0852773,51.3948383,bus_station
POINT (-0.0832423 51.3959181),Clifton Road,-0.0832423,51.3959181,bus_station
POINT (-0.2742667 51.6127598),Edgware Bus Station,-0.2742667,51.6127598,bus_station
POINT (-0.2564507 51.5926597),Stonecrop Close,-0.2564507,51.5926597,bus_station
POINT (-0.0771774 51.4269974),Dulwich Wood Park / College Road,-0.0771774,51.4269974,bus_station
POINT (-0.078973 51.4261343),Dulwich Wood Park / College Road,-0.078973,51.4261343,bus_station
POINT (-0.0964509 51.3677781),Coombe Road,-0.0964509,51.3677781,bus_station
POINT (-0.0962314 51.3680402),Coombe Road,-0.0962314,51.3680402,bus_station
POINT (-0.0883221 51.3663827),Coombe Road,-0.0883221,51.3663827,bus_station
POINT (0.019986 51.4352295),Baring Road / Coopers Lane,0.019986,51.4352295,bus_station
POINT (0.0196879 51.4357515),Baring Road / Coopers Lane,0.0196879,51.4357515,bus_station
POINT (0.007955 51.4917796),Blackwall Lane,0.007955,51.4917796,bus_station
POINT (-0.0933019 51.4750094),Camberwell Green,-0.0933019,51.4750094,bus_station
POINT (-0.093226 51.4747827),Camberwell Green,-0.093226,51.4747827,bus_station
POINT (-0.0916105 51.4742184),Camberwell Church Street / Camberwell Green,-0.0916105,51.4742184,bus_station
POINT (-0.0914172 51.47402),Camberwell Church Street / Camberwell Green,-0.0914172,51.47402,bus_station
POINT (-0.0863624 51.6174349),Cambridge Roundabout / North Side,-0.0863624,51.6174349,bus_station
POINT (-0.0860485 51.6174071),Cambridge Roundabout / North Side,-0.0860485,51.6174071,bus_station
POINT (-0.0886655 51.6165739),Cambridge Roundabout / West Side,-0.0886655,51.6165739,bus_station
POINT (-0.2915975 51.6209284),Willow Court,-0.2915975,51.6209284,bus_station
POINT (-0.1861692 51.5465061),Fairhazel Gardens,-0.1861692,51.5465061,bus_station
POINT (-0.1751942 51.5431874),Swiss Cottage Station / Finchley Road,-0.1751942,51.5431874,bus_station
POINT (-0.1752077 51.5422916),Swiss Cottage Station,-0.1752077,51.5422916,bus_station
POINT (-0.3044085 51.393746),Claremont Road / Surbiton Station,-0.3044085,51.393746,bus_station
POINT (-0.3042684 51.3935111),Surbiton Station,-0.3042684,51.3935111,bus_station
POINT (-0.3041244 51.3946801),Surbiton Station,-0.3041244,51.3946801,bus_station
POINT (-0.123045 51.4753806),Lansdowne Way,-0.123045,51.4753806,bus_station
POINT (-0.1738024 51.4934873),South Kensington Station / Old Brompton Road,-0.1738024,51.4934873,bus_station
POINT (-0.1927766 51.4148716),Morden Road / South Wimbledon Station,-0.1927766,51.4148716,bus_station
POINT (-0.1925378 51.4145729),Morden Road / South Wimbledon Station,-0.1925378,51.4145729,bus_station
POINT (-0.158033 51.4932894),Sloane Street / Sloane Square Station,-0.158033,51.4932894,bus_station
POINT (-0.1577838 51.4931393),Sloane Square,-0.1577838,51.4931393,bus_station
POINT (0.1026967 51.4324258),Sidcup Station,0.1026967,51.4324258,bus_station
POINT (0.1041139 51.4328399),Hatherley Crescent / Sidcup Station,0.1041139,51.4328399,bus_station
POINT (0.1025437 51.4325772),Sidcup Station / Station Road,0.1025437,51.4325772,bus_station
POINT (0.1021553 51.434999),Old Farm Avenue,0.1021553,51.434999,bus_station
POINT (0.1845546 51.574381),Romford Station,0.1845546,51.574381,bus_station
POINT (0.1838448 51.5738073),Romford Station,0.1838448,51.5738073,bus_station
POINT (-0.3562891 51.5624234),Corbins Lane,-0.3562891,51.5624234,bus_station
POINT (-0.1341099 51.510619),Trocadero / Haymarket,-0.1341099,51.510619,bus_station
POINT (-0.1430644 51.5918918),Queens Avenue,-0.1430644,51.5918918,bus_station
POINT (-0.1426772 51.5916206),Muswell Hill,-0.1426772,51.5916206,bus_station
POINT (-0.1428313 51.5906963),Queens Avenue,-0.1428313,51.5906963,bus_station
POINT (-0.142893 51.5908247),Muswell Hill,-0.142893,51.5908247,bus_station
POINT (-0.1439931 51.5900157),Princes Avenue,-0.1439931,51.5900157,bus_station
POINT (-0.1401043 51.5905868),Muswell Hill Primary School,-0.1401043,51.5905868,bus_station
POINT (-0.1420912 51.5909173),Muswell Hill Broadway,-0.1420912,51.5909173,bus_station
POINT (-0.0637182 51.6166934),Angel Corner,-0.0637182,51.6166934,bus_station
POINT (-0.0639346 51.6160227),Angel Corner,-0.0639346,51.6160227,bus_station
POINT (-0.0879067 51.5273929),Old Street Station / Moorfields Eye Hospital,-0.0879067,51.5273929,bus_station
POINT (-0.0878978 51.5272029),Old Street Station,-0.0878978,51.5272029,bus_station
POINT (-0.0893661 51.5255117),Old Street Station,-0.0893661,51.5255117,bus_station
POINT (-0.0897713 51.5253072),Bunhill Row,-0.0897713,51.5253072,bus_station
POINT (-0.0873835 51.5242087),City Road / Leonard Street,-0.0873835,51.5242087,bus_station
POINT (-0.0875275 51.5238842),Old Street Station,-0.0875275,51.5238842,bus_station
POINT (-0.1445323 51.5153286),Holles Street,-0.1445323,51.5153286,bus_station
POINT (-0.1446877 51.5149907),Oxford Circus Station / John Lewis,-0.1446877,51.5149907,bus_station
POINT (-0.1447472 51.515849),Holles Street,-0.1447472,51.515849,bus_station
POINT (-0.1454121 51.5147809),Oxford Street / John Lewis,-0.1454121,51.5147809,bus_station
POINT (-0.3249747 51.5748966),Northwick Park Hospital,-0.3249747,51.5748966,bus_station
POINT (-0.326252 51.5776153),University of Westminster,-0.326252,51.5776153,bus_station
POINT (-0.3461462 51.5420091),Greenford Station,-0.3461462,51.5420091,bus_station
POINT (0.0652954 51.5774052),Gants Hill Station / Woodford Avenue,0.0652954,51.5774052,bus_station
POINT (0.068103 51.5773013),Gants Hill Station,0.068103,51.5773013,bus_station
POINT (0.068534 51.5772538),Gants Hill Station,0.068534,51.5772538,bus_station
POINT (0.068256 51.5763171),Parham Drive,0.068256,51.5763171,bus_station
POINT (0.0688384 51.5759637),Gants Hill Station,0.0688384,51.5759637,bus_station
POINT (0.0660489 51.5759104),Gants Hill Station / Cranbrook Road,0.0660489,51.5759104,bus_station
POINT (0.06643 51.5756251),Gants Hill Station / Cranbrook Road,0.06643,51.5756251,bus_station
POINT (-0.0448889 51.3986943),Elmers End Green,-0.0448889,51.3986943,bus_station
POINT (-0.1575502 51.5120404),Marble Arch,-0.1575502,51.5120404,bus_station
POINT (-0.1573828 51.5117184),Marble Arch,-0.1573828,51.5117184,bus_station
POINT (-0.2553725 51.3981957),New Malden / The Fountain,-0.2553725,51.3981957,bus_station
POINT (-0.2555292 51.3979043),New Malden / Fountain Roundabout,-0.2555292,51.3979043,bus_station
POINT (-0.2566526 51.3985997),New Malden / Kingston Road,-0.2566526,51.3985997,bus_station
POINT (-0.256965 51.3987892),New Malden / The Fountain,-0.256965,51.3987892,bus_station
POINT (-0.2481304 51.6144207),Mill Hill Broadway Station,-0.2481304,51.6144207,bus_station
POINT (-0.0872972 51.5209528),Finsbury Square,-0.0872972,51.5209528,bus_station
POINT (-0.0872142 51.5211925),Finsbury Square,-0.0872142,51.5211925,bus_station
POINT (-0.0873285 51.5200271),Finsbury Square / Moorgate,-0.0873285,51.5200271,bus_station
POINT (0.1198881 51.4963048),Eynsham Drive / Harrow Manor Way,0.1198881,51.4963048,bus_station
POINT (0.1191228 51.4961716),Eynsham Drive / Harrow Manor Way,0.1191228,51.4961716,bus_station
POINT (-0.123814 51.448874),New Park Road,-0.123814,51.448874,bus_station
POINT (-0.1236345 51.4487711),New Park Road,-0.1236345,51.4487711,bus_station
POINT (-0.1325036 51.4425035),New Park Road,-0.1325036,51.4425035,bus_station
POINT (-0.1333628 51.4437169),New Park Road,-0.1333628,51.4437169,bus_station
POINT (-0.1106809 51.5007342),Lower Marsh,-0.1106809,51.5007342,bus_station
POINT (-0.0252986 51.409429),Beckenham Junction Station,-0.0252986,51.409429,bus_station
POINT (-0.0251349 51.4096604),Beckenham Junction Station,-0.0251349,51.4096604,bus_station
POINT (-0.1503956 51.4655262),Wandsworth Road,-0.1503956,51.4655262,bus_station
POINT (-0.0852455 51.3800001),Morland Road,-0.0852455,51.3800001,bus_station
POINT (-0.1189834 51.3038329),The Crossways,-0.1189834,51.3038329,bus_station
POINT (-0.0981195 51.5490037),Highbury Grove School / Baalbec Road,-0.0981195,51.5490037,bus_station
POINT (-0.1909077 51.4566514),Wandsworth Town Hall,-0.1909077,51.4566514,bus_station
POINT (-0.1780962 51.4672446),York Gardens,-0.1780962,51.4672446,bus_station
POINT (-0.098929 51.3644948),Swan and Sugar Loaf,-0.098929,51.3644948,bus_station
POINT (-0.0986645 51.3642883),Swan and Sugar Loaf,-0.0986645,51.3642883,bus_station
POINT (0.2486844 51.5550274),Upminster Library,0.2486844,51.5550274,bus_station
POINT (-0.3919276 51.5368958),Yeading Lane,-0.3919276,51.5368958,bus_station
POINT (-0.2358434 51.5432915),Willesden Centre for Health and Care,-0.2358434,51.5432915,bus_station
POINT (0.0229605 51.4316083),Chinbrook Road / Baring Road,0.0229605,51.4316083,bus_station
POINT (0.0458398 51.575863),Redbridge Station,0.0458398,51.575863,bus_station
POINT (0.0381596 51.4895892),Woolwich Road / Charlton Lane,0.0381596,51.4895892,bus_station
POINT (-0.2827353 51.5585414),Brent Civic Centre,-0.2827353,51.5585414,bus_station
POINT (-0.0026831 51.5604519),Francis Road,-0.0026831,51.5604519,bus_station
POINT (-0.1092663 51.5967469),Lordship Lane,-0.1092663,51.5967469,bus_station
POINT (-0.1095938 51.5967287),Wood Green Station,-0.1095938,51.5967287,bus_station
POINT (-0.1105126 51.5977894),Wood Green Bus Garage,-0.1105126,51.5977894,bus_station
POINT (-0.0994401 51.6113885),Hail & Ride St Pauls Rise,-0.0994401,51.6113885,bus_station
POINT (-0.0880507 51.5911827),Downshill Park Road,-0.0880507,51.5911827,bus_station
POINT (-0.1046924 51.6639881),Chase Farm Hospital / The Ridgeway,-0.1046924,51.6639881,bus_station
POINT (-0.1063656 51.6643001),Chase Farm Hospital,-0.1063656,51.6643001,bus_station
POINT (-0.1802892 51.5289468),Hall Road / Maida Vale,-0.1802892,51.5289468,bus_station
POINT (-0.1804024 51.5287507),Hall Road / Maida Vale,-0.1804024,51.5287507,bus_station
POINT (-0.1989539 51.4727677),Parsons Green,-0.1989539,51.4727677,bus_station
POINT (-0.1990852 51.4728534),Parsons Green,-0.1990852,51.4728534,bus_station
POINT (-0.354091 51.5828974),The Gardens,-0.354091,51.5828974,bus_station
POINT (0.0711986 51.4824818),Bloomfield Road / Plumstead Common Road,0.0711986,51.4824818,bus_station
POINT (-0.273636 51.4980929),Stanhope Way / Acton Works,-0.273636,51.4980929,bus_station
POINT (-0.27333 51.4980854),Stanhope Way / Acton Works,-0.27333,51.4980854,bus_station
POINT (0.1155036 51.3700473),Berrylands,0.1155036,51.3700473,bus_station
POINT (-0.4675033 51.5272963),Peel Way,-0.4675033,51.5272963,bus_station
POINT (-0.4796964 51.5473975),Belmont Road,-0.4796964,51.5473975,bus_station
POINT (-0.4201403 51.5221732),Uxbridge County Court,-0.4201403,51.5221732,bus_station
POINT (-0.3194285 51.5077004),Sherwood Close,-0.3194285,51.5077004,bus_station
POINT (-0.3194492 51.506495),Occupation Road,-0.3194492,51.506495,bus_station
POINT (-0.2751201 51.4987371),Colville Road,-0.2751201,51.4987371,bus_station
POINT (-0.2755479 51.5010181),Hanbury Road,-0.2755479,51.5010181,bus_station
POINT (-0.2765104 51.5007437),Hanbury Road,-0.2765104,51.5007437,bus_station
POINT (-0.0457729 51.4973805),Canada Street,-0.0457729,51.4973805,bus_station
POINT (-0.0464401 51.4984603),Canada Street,-0.0464401,51.4984603,bus_station
POINT (0.1178924 51.439885),Hail & Ride Penhill Road / Hurst Road,0.1178924,51.439885,bus_station
POINT (0.1177341 51.4389632),Penhill Road,0.1177341,51.4389632,bus_station
POINT (0.1290919 51.4470219),Woodside Lane,0.1290919,51.4470219,bus_station
POINT (0.1273653 51.447341),Woodside Lane,0.1273653,51.447341,bus_station
POINT (0.063262 51.4405251),Hail & Ride Blanmerle Sports Ground,0.063262,51.4405251,bus_station
POINT (0.0910765 51.4443837),Hail & Ride Norfolk Crescent,0.0910765,51.4443837,bus_station
POINT (0.0910612 51.4442162),Hail & Ride Norfolk Crescent,0.0910612,51.4442162,bus_station
POINT (-0.0525601 51.4682808),St Mary's Road,-0.0525601,51.4682808,bus_station
POINT (-0.0802181 51.6165893),Millfield Theatre & Arts Centre,-0.0802181,51.6165893,bus_station
POINT (-0.261419 51.398239),Sandal Road / Holy Cross School,-0.261419,51.398239,bus_station
POINT (-0.297929 51.3954939),Lamberts Road / Hollyfield School,-0.297929,51.3954939,bus_station
POINT (-0.0511376 51.3338383),Beech Way,-0.0511376,51.3338383,bus_station
POINT (0.0771927 51.3873574),Fairway / Tudor Way,0.0771927,51.3873574,bus_station
POINT (0.0774336 51.3872812),Fairway / Tudor Way,0.0774336,51.3872812,bus_station
POINT (-0.0260047 51.5320334),Usher Road,-0.0260047,51.5320334,bus_station
POINT (-0.0258329 51.5319971),Usher Road,-0.0258329,51.5319971,bus_station
POINT (-0.0289787 51.5304174),Shetland Road,-0.0289787,51.5304174,bus_station
POINT (-0.0305114 51.5302129),Antill Road,-0.0305114,51.5302129,bus_station
POINT (0.0310363 51.3588682),Leafy Grove,0.0310363,51.3588682,bus_station
POINT (0.0309884 51.3591837),Leafy Grove,0.0309884,51.3591837,bus_station
POINT (-0.0315288 51.6455293),Lea Valley Road,-0.0315288,51.6455293,bus_station
POINT (-0.098122 51.5564888),St Joan of Arc School,-0.098122,51.5564888,bus_station
POINT (-0.1268809 51.5289752),British Library,-0.1268809,51.5289752,bus_station
POINT (-0.2372063 51.5602205),Brook Road,-0.2372063,51.5602205,bus_station
POINT (-0.2368497 51.5601397),Brook Road,-0.2368497,51.5601397,bus_station
POINT (-0.2807316 51.58874),Hail & Ride Berkeley Road,-0.2807316,51.58874,bus_station
POINT (-0.2807292 51.5886047),Hail & Ride Berkeley Road,-0.2807292,51.5886047,bus_station
POINT (-0.265367 51.611611),Dryfield Road,-0.265367,51.611611,bus_station
POINT (-0.1411176 51.5694081),Cromwell Avenue,-0.1411176,51.5694081,bus_station
POINT (-0.1407055 51.5693741),Cromwell Avenue,-0.1407055,51.5693741,bus_station
POINT (-0.133922 51.5732793),Hornsey Lane,-0.133922,51.5732793,bus_station
POINT (-0.1343004 51.5723079),Hornsey Lane,-0.1343004,51.5723079,bus_station
POINT (-0.1359799 51.5716418),Fitzwarren Gardens,-0.1359799,51.5716418,bus_station
POINT (-0.1360362 51.5714776),Fitzwarren Gardens,-0.1360362,51.5714776,bus_station
POINT (-0.056079 51.4502463),Buckstone Close,-0.056079,51.4502463,bus_station
POINT (-0.2685349 51.5949609),Carlisle Road,-0.2685349,51.5949609,bus_station
POINT (-0.2668723 51.5934357),Fairway Avenue,-0.2668723,51.5934357,bus_station
POINT (0.1080691 51.3815268),Court Road / Green Lane,0.1080691,51.3815268,bus_station
POINT (0.1087274 51.3805056),Court Road / Green Lane,0.1087274,51.3805056,bus_station
POINT (-0.1123884 51.3069039),The Glade,-0.1123884,51.3069039,bus_station
POINT (-0.1126983 51.3066338),The Glade,-0.1126983,51.3066338,bus_station
POINT (-0.1525803 51.4013957),Pentlands Close,-0.1525803,51.4013957,bus_station
POINT (-0.269969 51.5302007),Central Middlesex Hospital,-0.269969,51.5302007,bus_station
POINT (0.0292256 51.4901398),Anchor and Hope Lane,0.0292256,51.4901398,bus_station
POINT (-0.3973059 51.6024615),Crossway,-0.3973059,51.6024615,bus_station
POINT (-0.107288 51.4228129),Crown Lane / Crown Point,-0.107288,51.4228129,bus_station
POINT (-0.107644 51.4227645),Crown Point,-0.107644,51.4227645,bus_station
POINT (-0.2810511 51.4150248),Kingston Hospital,-0.2810511,51.4150248,bus_station
POINT (-0.2811359 51.4158961),Kingston Hospital,-0.2811359,51.4158961,bus_station
POINT (-0.2809358 51.414973),Kingston Hospital,-0.2809358,51.414973,bus_station
POINT (-0.2808259 51.4155634),Kingston Hospital,-0.2808259,51.4155634,bus_station
POINT (-0.1554846 51.5178329),George Street,-0.1554846,51.5178329,bus_station
POINT (-0.1574383 51.5166621),George Street,-0.1574383,51.5166621,bus_station
POINT (-0.2633149 51.5196031),Gypsy Corner,-0.2633149,51.5196031,bus_station
POINT (-0.2644051 51.5204683),Gypsy Corner,-0.2644051,51.5204683,bus_station
POINT (-0.2652039 51.5230676),Gypsy Corner,-0.2652039,51.5230676,bus_station
POINT (-0.2008469 51.5737308),Hoop Lane,-0.2008469,51.5737308,bus_station
POINT (-0.2004056 51.5736522),Hoop Lane,-0.2004056,51.5736522,bus_station
POINT (-0.1165938 51.5376776),Caledonian Road / Copenhagen Street,-0.1165938,51.5376776,bus_station
POINT (-0.1163893 51.5373536),Caledonian Road / Copenhagen Street,-0.1163893,51.5373536,bus_station
POINT (-0.1736588 51.6075451),Granville Road,-0.1736588,51.6075451,bus_station
POINT (-0.1751815 51.6079287),Granville Road,-0.1751815,51.6079287,bus_station
POINT (-0.175024 51.6079372),Granville Road,-0.175024,51.6079372,bus_station
POINT (-0.1737031 51.607435),Granville Road,-0.1737031,51.607435,bus_station
POINT (-0.0577951 51.6491989),Baird Road,-0.0577951,51.6491989,bus_station
POINT (-0.0577526 51.6490828),Baird Road,-0.0577526,51.6490828,bus_station
POINT (-0.3426449 51.5231008),Hail & Ride Greenford Avenue,-0.3426449,51.5231008,bus_station
POINT (-0.341906 51.5231443),Hail & Ride Greenford Avenue,-0.341906,51.5231443,bus_station
POINT (-0.1106141 51.6123032),Palmerston Road,-0.1106141,51.6123032,bus_station
POINT (0.0088109 51.4862139),Vanbrugh Hill,0.0088109,51.4862139,bus_station
POINT (-0.0363986 51.4869993),Evelyn Street / Grinstead Road,-0.0363986,51.4869993,bus_station
POINT (-0.17497 51.5284945),St John's Wood Road / Lord's Cricket Ground,-0.17497,51.5284945,bus_station
POINT (-0.1765997 51.5300111),Hall Road,-0.1765997,51.5300111,bus_station
POINT (0.0604571 51.480489),Ha Ha Road,0.0604571,51.480489,bus_station
POINT (-0.0983481 51.4171015),Hermitage Road,-0.0983481,51.4171015,bus_station
POINT (-0.0965189 51.4163956),Hermitage Road,-0.0965189,51.4163956,bus_station
POINT (-0.0913645 51.4216607),Hermitage Road,-0.0913645,51.4216607,bus_station
POINT (-0.0910456 51.4216461),Hermitage Road,-0.0910456,51.4216461,bus_station
POINT (0.1530066 51.5983152),Hog Hill Road,0.1530066,51.5983152,bus_station
POINT (-0.37964 51.4370201),Apex Corner / Hampton Road West,-0.37964,51.4370201,bus_station
POINT (-0.3806259 51.4372125),Apex Corner / Hampton Road West,-0.3806259,51.4372125,bus_station
POINT (-0.3772952 51.435689),89 Hampton Road East,-0.3772952,51.435689,bus_station
POINT (-0.3768204 51.4357755),Hampton Road East,-0.3768204,51.4357755,bus_station
POINT (-0.3804036 51.4362587),Apex Corner / Country Way,-0.3804036,51.4362587,bus_station
POINT (-0.3802726 51.4358311),Apex Corner / Country Way,-0.3802726,51.4358311,bus_station
POINT (-0.481764 51.6074721),Harefield Hospital,-0.481764,51.6074721,bus_station
POINT (-0.0887869 51.4202281),Rockmount Road,-0.0887869,51.4202281,bus_station
POINT (-0.0876986 51.4197875),Rockmount Road,-0.0876986,51.4197875,bus_station
POINT (-0.3340368 51.5793602),Harrow Town Centre,-0.3340368,51.5793602,bus_station
POINT (-0.3338952 51.579605),Harrow Town Centre,-0.3338952,51.579605,bus_station
POINT (-0.0358633 51.407913),Hayne Road,-0.0358633,51.407913,bus_station
POINT (-0.0352436 51.4079551),Hayne Road,-0.0352436,51.4079551,bus_station
POINT (0.2213048 51.5616351),Hornchurch Town Centre,0.2213048,51.5616351,bus_station
POINT (-0.1097445 51.4969361),Imperial War Museum,-0.1097445,51.4969361,bus_station
POINT (-0.1106595 51.49659),Imperial War Museum,-0.1106595,51.49659,bus_station
POINT (-0.1866494 51.3659802),Lind Road,-0.1866494,51.3659802,bus_station
POINT (-0.1861102 51.3657485),Lower Road,-0.1861102,51.3657485,bus_station
POINT (-0.1859837 51.3655709),Thicket Road,-0.1859837,51.3655709,bus_station
POINT (-0.1115221 51.5494293),Lowther Road,-0.1115221,51.5494293,bus_station
POINT (-0.1210556 51.3841022),Drake Road,-0.1210556,51.3841022,bus_station
POINT (-0.1585905 51.5365789),Primrose Hill / London Zoo,-0.1585905,51.5365789,bus_station
POINT (0.1534311 51.4615974),Long Lane,0.1534311,51.4615974,bus_station
POINT (-0.1365853 51.407705),Longthornton Road,-0.1365853,51.407705,bus_station
POINT (-0.1369995 51.4073465),Longthornton Road,-0.1369995,51.4073465,bus_station
POINT (-0.2219617 51.4136159),Lower Downs Road,-0.2219617,51.4136159,bus_station
POINT (-0.2216815 51.413675),Lower Downs Road,-0.2216815,51.413675,bus_station
POINT (-0.1970935 51.5603493),Lyndale Avenue,-0.1970935,51.5603493,bus_station
POINT (-0.1969216 51.5601136),Lyndale Avenue,-0.1969216,51.5601136,bus_station
POINT (-0.0450048 51.5449377),Kenton Road / Well Street,-0.0450048,51.5449377,bus_station
POINT (0.1115672 51.5798913),King George Hospital,0.1115672,51.5798913,bus_station
POINT (0.1111002 51.5796081),King George Hospital,0.1111002,51.5796081,bus_station
POINT (-0.2822689 51.5856033),Kingsbury Circle,-0.2822689,51.5856033,bus_station
POINT (-0.2823636 51.5861315),Kingsbury Circle,-0.2823636,51.5861315,bus_station
POINT (-0.1450653 51.5553057),Lady Somerset Road,-0.1450653,51.5553057,bus_station
POINT (-0.2242953 51.3777923),Hail & Ride Dorking Close,-0.2242953,51.3777923,bus_station
POINT (-0.2240563 51.3777993),Hail & Ride Dorking Close,-0.2240563,51.3777993,bus_station
POINT (-0.2675201 51.3897437),Manor Drive North,-0.2675201,51.3897437,bus_station
POINT (-0.2678606 51.3891355),Manor Drive North,-0.2678606,51.3891355,bus_station
POINT (-0.1930598 51.4539918),Mapleton Crescent,-0.1930598,51.4539918,bus_station
POINT (-0.1791606 51.4597255),Marcilly Road,-0.1791606,51.4597255,bus_station
POINT (-0.3859892 51.4662179),Martindale Road,-0.3859892,51.4662179,bus_station
POINT (-0.3364113 51.4582037),Easedale House,-0.3364113,51.4582037,bus_station
POINT (-0.0284438 51.4618789),Montague Avenue,-0.0284438,51.4618789,bus_station
POINT (-0.0911257 51.491709),Larcom Street,-0.0911257,51.491709,bus_station
POINT (0.1550655 51.4591623),Mayplace Road East / Pinnacle Hill,0.1550655,51.4591623,bus_station
POINT (0.1569675 51.4591835),Mayplace Road East / Pinnacle Hill,0.1569675,51.4591835,bus_station
POINT (-0.0500589 51.347488),Pixton Way,-0.0500589,51.347488,bus_station
POINT (-0.0517445 51.5527634),Powerscroft Road / Lower Clapton Road,-0.0517445,51.5527634,bus_station
POINT (-0.1407389 51.5371876),Pratt Street,-0.1407389,51.5371876,bus_station
POINT (-0.1385316 51.5390754),Pratt Street,-0.1385316,51.5390754,bus_station
POINT (0.0330332 51.5099815),Prince Regent Station,0.0330332,51.5099815,bus_station
POINT (-0.1886305 51.5440548),Priory Road,-0.1886305,51.5440548,bus_station
POINT (0.0744957 51.3892504),Station Square / Petts Wood Station,0.0744957,51.3892504,bus_station
POINT (-0.1082581 51.4633955),Brixton Station Road,-0.1082581,51.4633955,bus_station
POINT (-0.1066702 51.4632986),Moorland Road,-0.1066702,51.4632986,bus_station
POINT (-0.192676 51.4028531),London Road / Morden Station,-0.192676,51.4028531,bus_station
POINT (-0.193352 51.4025904),London Road / Morden Station,-0.193352,51.4025904,bus_station
POINT (0.0785499 51.5948994),Mossford Lane,0.0785499,51.5948994,bus_station
POINT (0.0775821 51.5948629),Mossford Lane,0.0775821,51.5948629,bus_station
POINT (-0.2045885 51.4718129),Munster Road,-0.2045885,51.4718129,bus_station
POINT (-0.2046043 51.4719254),Munster Road,-0.2046043,51.4719254,bus_station
POINT (0.0336738 51.5225419),Newham University Hospital Emergency Department,0.0336738,51.5225419,bus_station
POINT (-0.0845231 51.5515932),Newington Green,-0.0845231,51.5515932,bus_station
POINT (-0.4265231 51.4807774),Nobel Drive,-0.4265231,51.4807774,bus_station
POINT (-0.4285489 51.4810667),Nobel Drive,-0.4285489,51.4810667,bus_station
POINT (-0.1098062 51.6133268),North Circular Road,-0.1098062,51.6133268,bus_station
POINT (-0.1095648 51.6130564),North Circular Road,-0.1095648,51.6130564,bus_station
POINT (-0.222496 51.6467),Quinta Drive,-0.222496,51.6467,bus_station
POINT (0.0505793 51.4287876),Dunkery Road / Ravensworth Road,0.0505793,51.4287876,bus_station
